created_at,text,sentiment_score
2022-11-28T20:11:39.000Z,"@Saulsnatcherz @IGN The suicide squad, I’m not a snyder cult but zack snyder justice league, man of steel, aquaman, Shazam, Wonder Woman, and Black Adam wasn’t a bad movie it’s good but i feel like it’s a phase 1 movie and peacemaker series is good also.James Gunn will do a good job running dc",9.898
2022-11-28T20:12:53.000Z,im sorry this is so funny😭 https://t.co/6vO3HRCoVQ,7.666
2022-11-28T20:09:42.000Z,@TheMarv3ls @MCU_Direct Rent free,7.553
2022-11-28T20:11:39.000Z,@kirya_ug @TheMatundaMan And aganist God,6.366
2022-11-28T20:12:36.000Z,RT @harleysuniverse: It’s nothing crazy but Black Adam is a solid and enjoyable film https://t.co/paBoVBJtS1,8.7025
2022-11-28T20:09:38.000Z,Black Adam was good as hell lol,5.129
2022-11-28T20:12:24.000Z,RT @ColtCorrupt: Was Black Adam dumb as fuck? Yes. Was it entertaining? Yes.,5.64
2022-11-28T20:13:02.000Z,@CashNasty I have not seen it yet,5
2022-11-28T20:13:18.000Z,"Black Adam’s Mid-Credits Scene Flies Up, Up, and Away https://t.co/nlMlEcXBWM",5
2022-11-28T20:13:26.000Z,@OSWreview Very 90s...,5
2022-11-28T20:13:55.000Z,RT @DCsDoctorFate: My guess on Mr Mind is he will make an appearance again with Sivanna and have him used in the 3rd film. With him crossin…,5
2022-11-28T20:14:45.000Z,He needs a subpoena to find out about the party with Ed Buck who got 35 yrs for 3 gay black men who died at schiffs and bucks party https://t.co/tfu8IgtKjJ,6.7
2022-11-28T20:13:50.000Z,"RT @LessShot: BLACK ADAM (2022)
Cinematography by Lawrence Sher
Directed by Jaume Collet-Serra
Submitted by @Ezra_W_, @klaatu_81, @Dekoof_o…",5
2022-11-28T20:14:30.000Z,@xrayaex @IGN Peacemaker as well  was great but it was a show but deserves a game and black Adam definitely does,9.124
2022-11-28T20:13:20.000Z,"Today on the 5: Over the weekend I watched #BlackAdam . You may remember I thought it was going to be awful. It was, but amazingly not in the ways I would have expected. https://t.co/9IOGYEJJy8",3.928
2022-11-28T20:14:36.000Z,@JoeMish3 @sylabdul WHY WOULD HE PROMOTE BLACK ADAM WHEN IT IS A BLATANT FAILURE?!?!?!?? that reflects bad on HIM as the new head of DC. the worst thing a NEW ceo could do is promote the failures of the previous regime. please get out your feelings and THINK,0.937
2022-11-28T20:14:56.000Z,@Ronin_lonewolf Noted,5
2022-11-28T20:13:34.000Z,"@xrayaex @IGN Black Adam looks like 🔥,  but suicide squad especially birds of prey just weren't for me, glad u liked them tho",1.399
2022-11-28T20:14:58.000Z,"@diaryunpressed @sylabdul ...them up and got his fans out. But no, just his upcoming slate is important. And if that's how it's going to go, and judging by Black Adam, the next four films might flop. And then what? You think his slate will still happen in 2024 and beyond? Or Zaslav sells off WBD?",2.4885
2022-11-28T20:14:59.000Z,"@psychee03 @theeSNYDERVERSE They literally ended the first film with a teaser for mister mind, so even without Black Adam they still had options

This is just weird",2.9905
2022-11-28T20:16:20.000Z,"Have you seen this madness,
Black Adam (2022) https://t.co/iW5lDFQZwZ",5.386
2022-11-28T20:16:26.000Z,"@RickGualtieri THAT'S my problem with Amazon- if I already paid to subscribe, I AIN'T paying more unless I get a hard copy for my money",3.0265
2022-11-28T20:16:16.000Z,"Sign up to win ""Black Adam"" on digital now! https://t.co/SAGNoAH5BN",7.9295
2022-11-28T20:15:24.000Z,"@whatgives1313 Pelosi, swallow well, Schumer, any black democrat member of the house, any member of the squad",6.366
2022-11-28T20:17:17.000Z,Enter now for your chance to win a digital copy of Black Adam! https://t.co/l23RJsFDgs,8.5015
2022-11-28T20:16:46.000Z,BLACK ADAM Sweepstakes https://t.co/E6kgioT85g,5
2022-11-28T20:16:36.000Z,Dwayne Johnson talks up Henry Cavill as Superman as Black Adam is #1 on iTunes https://t.co/0aaBJilJgy,5.386
2022-11-28T20:16:18.000Z,"@ColtCorrupt I didn’t think it was dumb. I love it, lots of fun.",8.1845
2022-11-28T20:17:26.000Z,"@UnproblematicMr Yet , MCU lunatics call it a flop, but don’t talk about 

1) TIH’s 150 for 260 
2) BW’s two add campaigns due to the delay 
3) Eternals massive cast and their pay checks 
4) Thor 4’s budget and less BO than BVS - is it a flop too ?
5) what did the studio expect for Dr S2? ↙️↙️",0.452
2022-11-28T20:17:22.000Z,@JoeMish3 @sylabdul i think james gunn is going to save DC. i think DC as accepted that their next round of movies will fail and they’re betting that james gunn will come in and save the brand,8.062
2022-11-28T20:18:17.000Z,RT @TheRoot: The Rock Reveals Former DC Studio Boss ‘Inexplicably and Inexcusably’ Said No to Black Adam Cameo https://t.co/K2Z5i2erHs http…,3.52
2022-11-28T20:17:48.000Z,"Black Adam (2022)
https://t.co/BXggvwRm6v
Images: 8,372
Resolution: 3840x1606 (4K/Ultra) https://t.co/vjgfskw8ed",5.386
2022-11-28T20:18:50.000Z,That Black Adam movie is Hilariously bad. Had a good time that all that counts 😂,4.2345
2022-11-28T20:18:56.000Z,Enter now for your chance to win a digital copy of Black Adam! https://t.co/5giWR4wIOX,8.5015
2022-11-28T20:20:05.000Z,"@diaryunpressed @sylabdul I think you need to get out your feelings. He is in charge now, since Nov 1. He could have got more people to go out to theaters to see BA. He didn't. That's not a good sign, and I think it's hilarious how you keep proving my point about him",8.0875
2022-11-28T20:19:34.000Z,"Sign up to win ""Black Adam"" on digital now! https://t.co/Y2HESMPLvM",7.9295
2022-11-28T20:20:05.000Z,BLACK ADAM Sweepstakes https://t.co/Mr25vsUEwd,5
2022-11-28T20:18:56.000Z,"@bat_is1 @Variety @ourmovienews From Man of Steel through Aquaman, the DCEU averaged $815 million gross per film. After that, Snyder had nothing to do with their films, and the DCEU has had 4 money-losing flops in a row, Birds of Prey, WW84, The Suicide Squad and Black Adam.",0.671
2022-11-28T20:18:52.000Z,"Just finished Black Adam and I like it.  It was little off when people are being killed left and right the you have silly kids joking around. 
Next #BlackAdam more Venom style.  @TheRock",3.75
2022-11-28T20:19:39.000Z,@vielned Shazam better be in the Shazam movie!,7.202
2022-11-28T20:23:38.000Z,RT @joshuaneall: Black Adam was raw. Idc what anybody says. It was SOLID,5.7655
2022-11-28T20:23:41.000Z,@icebergs1mpson The Menu,5
2022-11-28T20:20:31.000Z,RT @DCU_Direct: Official new #BlackAdam concept art has revealed a 26-foot alternate design for Sabbac! More photos: https://t.co/6hys8H6d5…,5
2022-11-28T20:20:35.000Z,"This is the only way DC makes it make sense.

Shazam v Black Adam with Superman as Billy's mentor over several films...leading up to Kingdom Come. https://t.co/WKf0y5kO6Z",5
2022-11-28T20:20:27.000Z,@joshuaneall The Rock did a good job! And the twists!,7.202
2022-11-28T20:22:18.000Z,"@Mindlessrobot37 @BsoRules @KathyRaven85 @LaurieMit @akakatie1 @carmona_kami @kheath873 @NCLATodd @deborahpearce18 @kellycoop02 @Barbarabxj349 @GarageNinja1 @Sarahkittrell3 @GroupBailey @misfitlady66 @nkotbblockhead1 My day is dragging
Still can't really hunt for movies
Reserved black Adam
But trying to look at the list of releases then go hunt for them on Amazon... I'm in buffering hell 🤬",2.003
2022-11-28T20:23:35.000Z,"@Variety Word of advice, don't hire directors who admit they know nothing about comic books to direct your superhero movies, @wbd, @JamesGunn and @TheRock.
https://t.co/ocIQaDB1y5 https://t.co/4rcdac1Hwi",6.0115
2022-11-28T20:20:31.000Z,No spoilers cause I’m going to watch it tn https://t.co/ZgOPGFTdhL,3.52
2022-11-28T20:20:14.000Z,RT @TheMarv3ls: @MCU_Direct Better than black Adam,7.202
2022-11-28T20:24:24.000Z,sometimes i think about how one of my best friends fucked her boyfriend in the theater watching black adam,7.202
2022-11-28T20:24:25.000Z,of all movies On top of that she said they did it because it was boring ☹️☹️,4.36
2022-11-28T20:25:16.000Z,"@pud333 If true this really only speaks to the brand loyalty of *groan* ""MCU fans"" who apparently turn up their noses at DC offering them virtually the exact same kind of product they supposedly love",9.4425
2022-11-28T20:24:23.000Z,RT @DonnahueGeorge: No one going to movies? Black Adam &amp; Black Panther has over $1 Billion globally This just destroys the Hedgies narrativ…,1.4985
2022-11-28T20:25:35.000Z,"Shazam having new villains while Black Adam is lying there.
DC films is a clusterfuck of a house divided. I pray they continue to lose more money.",0.7595
2022-11-28T20:25:45.000Z,RT @DonnahueGeorge: No one going to movies? Black Adam &amp; Black Panther has over $1 Billion globally This just destroys the Hedgies narrativ…,1.4985
2022-11-28T20:24:40.000Z,"@JoeMish3 @Variety Whoever runs their Twitter must be trying to ""protect"" Strange World for ""reasons."" 🙄",6.0115
2022-11-28T20:22:04.000Z,"RT @IzilNews: experience #BlackAdam 
⚡ Witness greatness this weekend, watch #BlackAdamMovie on our website now: https://t.co/7C06GhTn2n",5
2022-11-28T20:29:30.000Z,@carronJphillips I watched the first 20 minutes of Black Adam and all the Rock did was float around and put his hand out to stop bullets.   He’s an ACTION STAR and they didn’t even have him throw a punch!   Pathetic.,3.3
2022-11-28T20:30:04.000Z,Dwayne Johnson Brings The Anti-Hero To Life With BLACK ADAM https://t.co/S7GYXCaTuV https://t.co/cBoSnMmgsB,5
2022-11-28T20:26:44.000Z,i need to check out Black Adam,5
2022-11-28T20:29:47.000Z,@Variety Watched Black Adam this weekend and OMG did it suck! I’d watch Eternals over Black Adam and that’s saying a lot.,2.798
2022-11-28T20:26:40.000Z,"RT @LessShot: BLACK ADAM (2022)
Cinematography by Lawrence Sher
Directed by Jaume Collet-Serra
Submitted by @Ezra_W_, @klaatu_81, @Dekoof_o…",5
2022-11-28T20:26:57.000Z,@zandermercury Is it streaming?,5
2022-11-28T20:26:51.000Z,Adam and Eve were black.,5
2022-11-28T20:28:05.000Z,@SteveO25290456 Is that symbol from black adam,5
2022-11-28T20:29:49.000Z,"RT @LessShot: BLACK ADAM (2022)
Cinematography by Lawrence Sher
Directed by Jaume Collet-Serra
Submitted by @Ezra_W_, @klaatu_81, @Dekoof_o…",5
2022-11-28T20:30:49.000Z,"BLACK ADAM
$3.25M 3-Day Weekend (Actual)
$4.45M 5-Day Weekend (Actual)
$162.83M Total (North America)
#BlackAdam #BoxOffice",5
2022-11-28T20:31:37.000Z,Schiff needs to b investigated for his gay meth pedo parties where 3 gay black men lost their lives https://t.co/DqJ8HFn5MX,5.8895
2022-11-28T20:30:24.000Z,@TheMarv3ls @MCU_Direct You spilled 🤭😭,5
2022-11-28T20:32:44.000Z,RT @DonnahueGeorge: No one going to movies? Black Adam &amp; Black Panther has over $1 Billion globally This just destroys the Hedgies narrativ…,1.4985
2022-11-28T20:30:34.000Z,Adam Bragg the DA in NYC needs to resign immediately. He doesn't prosecute criminals especially if they are black like himself . If the stupid people of NY had any brains they would of voted for a new governor . You made your bed NY now lie in it amid a crime spree,3.1485
2022-11-28T20:32:14.000Z,@Khuami_Spenzo @ayoola_sirm Exactly my thought,5
2022-11-28T20:31:21.000Z,@dakotahazel @fshade7 @NRD_W1MReeves @Variety Black widow was on Disney+ simultaneously https://t.co/nYvWv8jwDM,5
2022-11-28T20:33:02.000Z,"We know. Zaslav forced him to add a cameo on the end of Black Adam, then made him do the 'Superman PR' tour so that more people would see the film than is usual for a Hamada DCEU turd. Didn't really work. Gunn's silence during promo was weird. Bit of a mess tbh. https://t.co/K3yD9SlDd8",1.3245
2022-11-28T20:33:56.000Z,RT @joshuaneall: Wait wait wait….so we’re watching Shazam ATFER BLACK ADAM?,5
2022-11-28T20:31:12.000Z,"So I've watched Black Adam and Shazam. In the movie they explained that one of Shazam's power that Adam inherited is agelessness(dude is fresh after 5000 years). So does that, technically mean that Billy will remain 14 years old forever? Cuz' that's gonna get annoying. https://t.co/o9DhDOeHzc",5.258
2022-11-28T20:37:40.000Z,"@BlackMajikMan90 @Luiz_Fernando_J black adam with them, but the real flop is strange world",1.757
2022-11-28T20:35:03.000Z,"DC Comics Black Adam Hawkman Triangle Fa
#BlackAdam #film #cinema #dccomics
https://t.co/kyQnWstfAZ",5
2022-11-28T20:33:59.000Z,"@Thirteenthsteps Index movie
Batman vs Dracula 
Kara no kyoukai 
Scooby doo zombie island 
Resident evil 2 movie 
Black Adam 
Justice league crisis on two earths
Aladdin",1.047
2022-11-28T20:37:47.000Z,Black Adam https://t.co/8IWAQqBKtp #BlackAdam #trakt,5
2022-11-28T20:37:03.000Z,RT @ThiccFilA_: I hope Marvin gets the Black Adam treatment instead of the Gizmo treatment in the next patch. #multiversus,7.202
2022-11-28T20:36:43.000Z,I hope Marvin gets the Black Adam treatment instead of the Gizmo treatment in the next patch. #multiversus,7.202
2022-11-28T20:35:21.000Z,"RT @vielned: The Villain should have been Black Adam...

as an ACTUAL villain though

(with Mister Mind behind the scenes)",0.99
2022-11-28T20:34:18.000Z,@iamCWalker3 Dope movie,5
2022-11-28T20:37:28.000Z,Black Adam https://t.co/5gc0NFYRY4 #BlackAdam #trakt,5
2022-11-28T20:37:59.000Z,"@Alek11621 @theeSNYDERVERSE Dwayne Johnson's latest film, Black Adam, was a flop. His best movies were Fast and Furious, where macho, narcissistic portrayals were seamless. As for hero's and new original films (relative to viewers), Dwayne Johnson is no good fit. The box office will reflect this.",8.548
2022-11-28T20:38:16.000Z,@mr_evertz @wondermeg_ WB damaged the brand with Justice League,5.64
2022-11-28T20:38:20.000Z,@KittyKupo1199 Me you when,5
2022-11-28T20:39:03.000Z,"@whatgives1313 @GonzoOtero18 Trump has had years of lies perpetrated against him by the very ones who call him the liar. Men can get pregnant, a Georgia election between 2 black men is a racist attempt to deny a black man getting elected and now Twitter allowing open speech is killing free speech",0.3845
2022-11-28T20:39:28.000Z,@sssSpankyyy @Luiz_Fernando_J Not even close.,5
2022-11-28T20:40:02.000Z,"@GoodGranted @theeSNYDERVERSE That had more to die with China than anything. Generally people like the rock, and people generally enjoyed Black Adam to some extent. This isn’t a Morbius situation.",5.7925
2022-11-28T20:40:20.000Z,"@Nicky1612Ishida 😂 destiny 2
Agreed,they turned out way better",7.202
2022-11-28T20:39:28.000Z,"@ayoola_sirm I’m a big fan of Superman. But I must say this, Black Adam need to say “Shazam” before anyone can come close and I guess that’s his only weakness… Superman on the other hand died when his weakness was used to create DOOMSDAY🤦🏾‍♂️🙊🥹",0.5105
2022-11-28T20:41:19.000Z,Black Adam ★★★★★ https://t.co/jGrxpgUUKq https://t.co/PrxxVsyqNQ,5
2022-11-28T20:39:37.000Z,@HYHussein7 all the black adam concept art looks like some destiny 2 shit it's a miracle how the final designs look as good as they do,8.548
2022-11-28T20:41:02.000Z,"🍿🔥 #AMC Official Store check out these great #Blackadam  Merch even have Popcorn Buckets 🔥🍿

https://t.co/qKRbVL4L6z",8.1245
2022-11-28T20:41:35.000Z,"@DLgodlessbitch Jesus did look like that! Jesus was Black. Africans, primarily Egypt played a very prominent role in the Bible.
Adam &amp; Eve were Black.
Study geography , science &amp; the Bible.",8.787
2022-11-28T20:41:36.000Z,RT @DonnahueGeorge: No one going to movies? Black Adam &amp; Black Panther has over $1 Billion globally This just destroys the Hedgies narrativ…,1.4985
2022-11-28T20:41:43.000Z,"Bil Gates? Bill Clinton? Adam Schiff, too, has some goings on with that millionaire campaign donor, don't ya forget. You know, who murdered gay black men getting high? https://t.co/zeSiZqzMxz",2.1165
2022-11-28T20:41:59.000Z,"@ThiccFilA_ Please. Make him crazy, make me hate him",2.0705
2022-11-28T20:42:49.000Z,@RepAdamSchiff Wasn't he a suspect in the death of a young black boy? Drugs and fornication?,2.695
2022-11-28T20:42:14.000Z,@BatDarker @Adri_365 look this,5
2022-11-28T20:42:28.000Z,"@MarkHarrisNYC ...never come back.

I am within walking distance of an 18-screen theater. One of my friends went to see something recently, I forget what, but it was a simple drama. The next theater over had ""Black Adam,"" in Dolby Atmos and IMAX, and he could hear it...",5.7655
2022-11-28T20:42:14.000Z,"@Alek11621 @theeSNYDERVERSE There are always outliers in every situation, like those who enjoyed Black Adam. If making money was the goal, they failed. Dwayne isn't quite as attractive in the acting world. The box office will show this... again.",4.8555
2022-11-28T20:43:16.000Z,@McnicholPhillip Life is short live itLove is rare grab itAnger is bad dump itFear is awful face itMemories are sweet cherish it,2.2885
2022-11-28T20:43:26.000Z,@RepAdamSchiff Well if that ain't the pot calling the kettle black! Adam you really need to take some time off and do a really thorough self-examination of yourself and I think you would be shocked about the type of person you have become!,4.742
2022-11-28T20:43:22.000Z,@RBXEventHunters blackpink,5
2022-11-28T20:43:51.000Z,@ThiccFilA_ too soon 😭,5
2022-11-28T20:43:34.000Z,Make Marvin broken if we gonna keep pushing projectile meta https://t.co/f8Q0ArFLw4,2.6165
2022-11-28T20:43:42.000Z,"A sequel would be wild, just imagine him actually fighting Shazam and/or Superman https://t.co/xFHX4iPDpX",3.194
2022-11-28T20:43:36.000Z,"Black Adam grossed $3.26M over the 3-day weekend (from 2,664 locations).  5-Day weekend gross is $4.46M.  Total domestic gross stands at $162.84M.

#BlackAdam  #BoxOffice  @warnerbros  @blackadammovie",1.175
2022-11-28T20:43:58.000Z,@pressurepieceB I still need to go see that,5
2022-11-28T20:43:47.000Z,@MCU_Direct Better than black Adam in a lot of way but I onlu wish rocket went to earth it wld been so so funny but I give it a solid 9,9.629
2022-11-28T20:43:58.000Z,you have to laugh🤣 but sn love me some Shazam and Aquaman. still need to go see Black Adam tbf but no. MCU &gt;&gt; https://t.co/95WLllpUh4,8.715
2022-11-28T20:43:47.000Z,"@RiverSageArt @canadasdragrace @JustinTrudeau @CraveCanada @bbcthree @wowpresentsplus Also, I’m very aware of the “Arabian Nights” fiasco, and assuming I don’t know ANYthing is part of what I take issue with.",2.447
2022-11-28T20:44:21.000Z,RT @TheRoot: The Rock Reveals Former DC Studio Boss ‘Inexplicably and Inexcusably’ Said No to Black Adam Cameo https://t.co/K2Z5i2erHs http…,3.52
2022-11-28T20:44:22.000Z,"@RiverSageArt @canadasdragrace @JustinTrudeau @CraveCanada @bbcthree @wowpresentsplus I asked specifically about the photo you chose to support your “argument,” or insult, or whatever.",2.6165
2022-11-28T20:44:16.000Z,"@Mike_Champagne @adam_gardner25 That's original. Yawn. 40+ countries I've set foot in before the age of 40. Last woman I dated was Black from St. Lucia and my ex wife was 50% Native American. 

Neeeext!",7.4695
2022-11-28T20:44:44.000Z,"@GoodGranted @theeSNYDERVERSE You blew straight past the China argument.

They weren’t the outliers. I saw it 3 times in theaters, and every time people laughed and cheered. friends family and co workers have told me they liked it. Reviewers on YouTube said they liked it. 

I’ll grant it was no smash hit.",9.6435
2022-11-28T20:44:22.000Z,"@MensHealthMag @TheRock They maybe have been recruited.  They also maybe have forgotten their pants, underwear, or their hair brush ?

Travel by air buss with their dad, mom, or coward

Confusing as this may read.  They do not you own the pro.  They don’t own the amateur.",3.8685
2022-11-28T20:44:03.000Z,"RT @BORReport: Black Adam grossed $3.26M over the 3-day weekend (from 2,664 locations).  5-Day weekend gross is $4.46M.  Total domestic gro…",2.2885
2022-11-28T20:44:30.000Z,Wait till after he gets investigated for his gay meth pedo parties with Ed Buck...Buck got 30 yrs...3 gay black men lost their lives at a party at the standard hotel with Ed buck and Schiff https://t.co/1N6oIIN4ZR,7.6335
2022-11-28T20:44:43.000Z,"RT @BORReport: Black Adam grossed $3.26M over the 3-day weekend (from 2,664 locations).  5-Day weekend gross is $4.46M.  Total domestic gro…",2.2885
2022-11-28T20:44:23.000Z,"The Rock Reveals Former DC Studio Boss 'Inexplicably and Inexcusably' Said No to Black Adam Cameo

#DC

https://t.co/xAIrLDLxzk",3.52
2022-11-28T20:44:36.000Z,RT @Adam_Fn_Green: LA! I’m going to be part of the cast for @scriptsgonewild’s LIVE reading of BLACK CHRISTMAS this Wednesday 11/30 at El C…,5
2022-11-28T20:45:22.000Z,@SamMMAFanBronx I don’t watch movies I’m a grown man,5
2022-11-28T20:47:34.000Z,Dwayne Johnson convinced ‘Black Adam’ makers to onboard Henry Cavill https://t.co/0ECw5xrtlN #Entertainment #Lifestyle,8.3525
2022-11-28T20:44:56.000Z,"@MarkHarrisNYC ...through the wall of his theater. So moviegoing has also become the equivalent of trying to enjoy a small get together, only to have noisy neighbors having a loud party that goes on after midnight.

Anyway, excuse the rant.",7.3835
2022-11-28T20:45:36.000Z,"@AP @nbcsnl @elonmusk @UN4Youth @UN_Women @GretaThunberg @AidanRGallagher @adriangrenier @IPCC_CH @IMFNews @WorldBank @WHO @January6thCmte @SophiaKianni @POTUS @FIFAWorldCup @FIFAcom @Europarl_EN @vonderleyen @Europol @FBI @10DowningStreet @Elysee @UN_OCT @WhiteHouse @UN_PGA @Pontifex @TheView @TheProblem @GMA @Greenpeace @ComedyCentral @ClimateCentral @BarackObama @YaleE360 @AC360 @IntlCrimCourt @UNODC_HTMSS @rcmpqc @SPVM @TheJusticeDept @JusticeCanadaEN @EU_Justice @globalnews @CBCNews @INTERPOL_CBRNE @PsychToday #COP15 #WorldcupQatar2022 Portugal v Uruguy, Raynaldo #7 didn't touch it?🧐☂️

https://t.co/HEjwKoN5Im (?) Holly (Richard Dawkins) Shazam! @SCIAM Uruguay. Climate Change Mass Extinction YouTube channels (?) Looks like Channel picture. Thanks 4 great movie @wbpictures @DCComics https://t.co/9mniiQn6Yj",9.3895
2022-11-28T20:46:58.000Z,@vandelay8771 @Mike_Champagne and you still are the way you are. odd,3.409
2022-11-28T20:45:46.000Z,"RT @BORReport: Black Adam grossed $3.26M over the 3-day weekend (from 2,664 locations).  5-Day weekend gross is $4.46M.  Total domestic gro…",2.2885
2022-11-28T20:46:33.000Z,"@MensHealthMag @TheRock hey maybe have been recruited.  They also maybe have forgotten their pants, underwear, or their hair brush ?

I get really upset when they have stolen my pants.  I get very upset when they have caused bipolar moments",0.642
2022-11-28T20:45:49.000Z,"@MensHealthMag @TheRock They maybe have been recruited.  They also maybe have forgotten their pants, underwear, or their hair brush ?

I get really upset when they have stolen my pants.  I get very upset when they have stolen caused bipolar moments",0.4005
2022-11-28T20:47:14.000Z,"@MensHealthMag @TheRock They maybe have been recruited.  They also maybe have forgotten their pants, underwear, or their hair brush ?

I get really upset when they have stolen my pants.  I get very upset when they have caused bipolar moments",0.642
2022-11-28T20:47:15.000Z,RT @CCME_com: @AP @nbcsnl @elonmusk @UN4Youth @UN_Women @GretaThunberg @AidanRGallagher @adriangrenier @IPCC_CH @IMFNews @WorldBank @WHO @J…,5
2022-11-28T20:48:37.000Z,Now watching  - Black Adam,5
2022-11-28T20:48:00.000Z,@adam22 Adam you’re absolutely deranged shut yo ass up,2.2885
2022-11-28T20:49:10.000Z,RT @Adam_Fn_Green: LA! I’m going to be part of the cast for @scriptsgonewild’s LIVE reading of BLACK CHRISTMAS this Wednesday 11/30 at El C…,5
2022-11-28T20:49:51.000Z,@JMU20052 @theeSNYDERVERSE Same here. I was with them till month ago. Starting crappy on Henry Cavil because of theme music. Crappy on Black Adam. I just realized it's all they do. WBD has nothing to do with the last few years but they crap on them too. Too much negatively that it's toxic now.,1.047
2022-11-28T20:48:57.000Z,@luchaman2 @IMMY_ISLAM @Dromel4 @Variety What is your point,5
2022-11-28T20:50:03.000Z,"Black Adam Big Face Illustration Long Sl
#BlackAdam #film #cinema #dccomics
https://t.co/u17ITJFbmy",5
2022-11-28T20:47:38.000Z,"@vandelay8771 @Mike_Champagne @adam_gardner25 You're making yourself look even worse, just fyi.",3.409
2022-11-28T20:48:03.000Z,RT @Weeklyvoice: Dwayne Johnson convinced ‘Black Adam’ makers to onboard Henry Cavill https://t.co/0ECw5xrtlN #Entertainment #Lifestyle,8.3525
2022-11-28T20:47:43.000Z,"RT @vielned: The Villain should have been Black Adam...

as an ACTUAL villain though

(with Mister Mind behind the scenes)",0.99
